CaseID,Task,Concept,A1_Destination,A2_Cruise.Line,# of Days,A4_Stateroom,A5 Ship Amenities (Age),A6 Price (Per Person/Day),Response
164,13,2,1,2,2,1,1,1,1
164,13,3,4,3,1,2,2,5,0
164,13,4,2,1,3,3,1,2,0
164,14,1,4,1,1,1,2,1,0
164,14,2,1,2,3,2,1,3,0
164,14,3,3,3,5,3,2,5,1
164,14,4,5,4,4,2,1,4,0
164,15,1,5,3,2,3,1,1,1
164,15,2,2,1,2,2,2,2,0
164,15,3,6,5,1,3,1,3,0
164,15,4,3,6,5,1,2,4,0
166,1,1,2,4,5,2,1,1,1
166,1,2,6,1,3,3,1,3,0
166,1,3,5,6,1,3,2,5,0
166,1,4,1,5,2,1,2,3,0
166,3,1,5,4,1,3,2,4,0
166,3,2,6,3,4,1,1,3,1
166,3,3,3,5,2,2,1,2,0
166,3,4,2,6,5,1,2,5,0
166,5,1,2,1,1,3,1,4,1
166,5,2,4,4,4,2,2,3,0
166,5,3,3,2,5,2,2,1,0
166,5,4,6,1,5,3,1,1,0
166,6,1,3,6,2,2,1,5,0
166,6,2,5,3,1,1,2,2,0
166,6,3,2,6,3,1,1,4,1
166,6,4,2,5,5,3,2,3,0
166,7,1,1,5,4,2,1,2,0
166,7,2,5,4,2,1,1,5,0
166,7,3,4,2,4,3,2,1,1
166,7,4,3,1,4,1,2,4,0
166,8,1,5,3,1,2,2,2,0
166,8,2,4,4,2,3,1,3,1
166,8,3,1,2,3,3,1,4,0
166,8,4,6,6,5,1,2,2,0
166,9,1,2,3,4,2,1,2,1
166,9,2,1,5,3,2,2,3,0
166,9,3,3,2,1,1,1,1,0
166,9,4,6,1,5,3,1,5,0
166,10,1,4,6,2,1,2,5,0
166,10,2,5,2,5,3,1,2,0
166,10,3,6,5,1,2,2,1,0
166,10,4,2,3,2,2,1,4,1
166,11,1,1,6,3,2,1,1,0
166,11,2,2,1,5,1,2,4,1
166,11,3,3,4,4,3,1,5,0
166,11,4,3,5,2,3,2,3,0
166,13,1,1,2,1,3,2,5,0
166,13,2,5,6,1,1,1,2,0
166,13,3,3,5,3,3,2,2,1
166,13,4,5,3,2,2,1,3,0
166,14,1,2,4,1,1,1,3,1
166,14,2,6,2,3,2,2,4,0
166,14,3,3,5,5,2,1,5,0
166,14,4,4,3,4,3,2,1,0
166,15,1,5,2,4,2,1,5,0
166,15,2,6,6,2,3,1,4,0
166,15,3,4,5,3,1,2,1,1
166,15,4,1,1,5,1,2,2,0
168,1,1,2,2,5,1,1,4,0
168,1,2,1,5,3,2,1,3,1
168,1,3,5,1,4,1,2,5,0
168,1,4,6,3,5,3,2,1,0
168,2,1,4,6,2,3,1,1,0
168,2,2,3,3,1,2,2,2,1
168,2,3,2,4,5,3,2,3,0
168,2,4,2,5,4,1,1,5,0
168,3,1,3,6,3,2,2,2,1
168,3,2,4,4,2,2,1,4,0
168,3,3,6,2,1,3,2,5,0
168,3,4,3,1,4,1,1,1,0
168,4,1,5,3,3,3,1,1,1
168,4,2,3,1,5,2,2,5,0
168,4,3,1,4,2,1,2,3,0
168,4,4,5,2,4,2,1,4,0
168,6,1,6,4,1,1,2,4,0
168,6,2,4,1,3,1,2,2,0
168,6,3,5,5,5,1,1,2,0
168,6,4,2,2,1,2,1,5,1
168,8,1,3,6,3,1,1,1,1
168,8,2,1,1,2,2,2,2,0
168,8,3,4,3,5,3,2,4,0
168,8,4,2,2,4,3,1,5,0
168,9,1,6,5,1,2,2,1,0
168,9,2,2,5,3,1,2,4,1
168,9,3,1,4,1,3,1,3,0
168,9,4,5,6,2,2,1,5,0
168,10,1,4,3,4,1,2,5,0
168,10,2,6,3,2,2,1,1,0
168,10,3,2,5,5,3,2,5,1
168,10,4,1,4,3,1,1,3,0
168,11,1,3,2,2,2,2,1,1
168,11,2,5,6,1,3,1,2,0
168,11,3,6,5,4,3,2,5,0
168,11,4,2,1,1,3,1,4,0
168,13,1,4,6,1,2,2,3,0
168,13,2,5,5,5,3,1,4,0
168,13,3,3,3,2,2,1,5,1
168,13,4,1,2,4,1,2,2,0
168,14,1,2,5,1,1,2,3,0
168,14,2,1,4,5,1,2,1,0
168,14,3,4,1,2,3,1,2,0
168,14,4,2,3,2,2,1,5,1
168,15,1,5,6,3,2,1,1,0
168,15,2,3,5,4,2,2,2,1
168,15,3,6,4,1,3,2,4,0
168,15,4,1,1,4,1,1,4,0
171,2,1,5,1,4,2,1,1,0
171,2,2,4,6,1,1,2,4,0
171,2,3,2,5,4,1,1,3,1
171,2,4,3,2,2,3,1,5,0
171,3,1,4,4,5,2,2,2,1
171,3,2,5,3,3,2,1,5,0
171,3,3,1,1,5,1,2,1,0
171,3,4,1,2,4,3,1,4,0
171,4,1,5,4,5,3,1,2,0
171,4,2,6,3,1,2,2,3,0
171,4,3,6,1,3,1,2,5,0
171,4,4,2,6,1,3,1,4,1
171,5,1,5,5,2,1,2,3,0
171,5,2,3,1,2,2,1,1,1
171,5,3,4,2,1,2,1,2,0
171,5,4,3,3,4,3,2,4,0
171,6,1,1,4,3,2,2,4,0
171,6,2,2,2,3,1,1,5,0
171,6,3,4,5,5,3,2,1,1
171,6,4,6,6,4,1,1,3,0
171,7,1,2,1,5,2,2,5,0
171,7,2,5,6,5,3,1,3,0
171,7,3,1,3,2,2,1,2,1
171,7,4,4,2,2,1,2,4,0
171,8,1,1,5,1,3,1,5,1
171,8,2,4,1,3,3,2,3,0
171,8,3,3,4,4,1,2,1,0
171,8,4,6,2,1,2,1,2,0
171,9,1,6,3,2,1,1,4,0
171,9,2,5,4,4,1,2,2,0
171,9,3,3,4,3,2,1,1,0
171,9,4,2,6,3,3,2,2,1
171,10,1,4,6,4,2,2,5,0
171,10,2,6,3,3,3,1,3,0
171,10,3,5,1,5,3,2,1,0
171,10,4,1,2,4,1,1,2,1
171,12,1,2,1,1,3,2,4,1
171,12,2,3,5,3,1,1,2,0
171,12,3,4,2,1,1,2,1,0
171,12,4,1,6,4,2,1,3,0
171,13,1,2,6,4,1,1,3,1
171,13,2,5,3,5,3,1,1,0
171,13,3,6,4,3,2,1,2,0
171,13,4,1,5,2,2,2,5,0
171,14,1,6,2,3,2,1,1,0
171,14,2,3,5,5,2,2,5,0
171,14,3,4,3,1,1,2,2,1
171,14,4,4,1,2,3,1,4,0
173,1,1,2,6,5,1,1,3,0
173,1,2,3,2,1,1,2,5,0
173,1,3,5,3,4,2,1,5,1
173,1,4,1,5,2,3,2,2,0
173,3,1,4,5,5,2,2,2,1
173,3,2,3,1,4,1,1,4,0
173,3,3,1,2,3,3,2,1,0
173,3,4,6,1,2,2,1,3,0
173,4,1,5,3,3,2,2,2,0
173,4,2,3,6,2,3,2,3,1
173,4,3,4,2,5,3,1,4,0
173,4,4,1,3,1,2,1,5,0
173,5,1,2,2,4,2,2,4,0
173,5,2,5,5,1,3,1,1,0
173,5,3,6,4,2,1,2,4,0
173,5,4,4,1,3,1,1,3,1
173,6,1,3,6,1,3,1,5,0
173,6,2,6,4,3,1,2,1,0
173,6,3,1,2,5,2,1,1,0
173,6,4,2,3,5,3,2,2,1
173,8,1,5,4,3,1,1,5,0
173,8,2,3,1,4,3,2,2,0
173,8,3,2,6,5,1,1,1,1
173,8,4,1,4,2,2,2,3,0
173,9,1,5,1,2,3,1,1,1
173,9,2,5,5,5,2,2,3,0
173,9,3,4,5,4,1,2,5,0
173,9,4,6,3,3,3,1,4,0
173,10,1,2,1,1,3,2,2,0
173,10,2,3,1,3,1,1,1,0
173,10,3,2,3,3,2,1,3,1
173,10,4,1,6,1,2,2,4,0
173,11,1,5,3,1,3,2,3,0
173,11,2,5,2,2,1,1,4,0
173,11,3,3,6,5,3,1,4,0
173,11,4,6,4,4,2,2,5,1
173,12,1,1,1,5,2,1,3,0
173,12,2,2,4,3,2,2,5,1
173,12,3,6,2,4,1,2,2,0
173,12,4,4,2,4,3,1,1,0
173,13,1,4,5,2,2,1,3,0
173,13,2,2,3,2,2,1,2,1
173,13,3,5,2,5,3,2,5,0
173,13,4,1,6,1,1,2,1,0
173,14,1,3,1,3,2,2,3,1
173,14,2,6,3,1,3,1,2,0
173,14,3,2,4,4,1,1,4,0
173,14,4,1,5,5,3,2,4,0
175,1,1,6,3,2,1,1,3,1
175,1,2,5,1,5,3,2,2,0
175,1,3,2,5,5,1,2,5,0
175,1,4,1,6,3,2,1,1,0
175,2,1,6,4,5,1,2,1,1
175,2,2,3,3,4,2,2,4,0
175,2,3,3,3,2,3,1,5,0
175,2,4,4,2,4,2,1,2,0
175,3,1,6,1,3,1,1,5,0
175,3,2,2,5,2,2,2,4,0
175,3,3,1,6,1,3,2,2,1
175,3,4,5,2,5,2,1,3,0
175,5,1,5,1,5,2,1,4,0
175,5,2,5,4,1,1,2,3,1
175,5,3,1,5,3,3,2,4,0
175,5,4,4,4,4,3,1,1,0
175,6,1,4,5,4,2,1,1,0
175,6,2,2,1,1,2,2,3,0
175,6,3,2,6,2,3,1,2,0
175,6,4,6,3,5,1,2,2,1
175,7,1,3,2,3,1,2,2,0
175,7,2,6,5,4,3,1,3,0
175,7,3,3,6,1,2,2,5,0
175,7,4,5,4,2,1,1,1,1
175,8,1,6,2,5,3,2,4,0
175,8,2,1,3,3,2,1,5,0
175,8,3,4,4,2,1,2,3,0
175,8,4,2,1,1,3,1,2,1
175,9,1,4,5,3,3,1,1,1
175,9,2,1,2,5,2,1,3,0
175,9,3,5,3,4,1,2,4,0
175,9,4,4,6,5,1,2,5,0
175,12,1,4,4,5,2,2,4,0
175,12,2,1,5,1,1,2,2,1
175,12,3,3,2,3,3,1,1,0
175,12,4,2,6,5,3,1,1,0
175,13,1,1,2,4,3,2,3,0
175,13,2,3,1,2,2,1,5,0
175,13,3,5,1,1,3,1,2,0
175,13,4,6,5,3,1,2,1,1
175,14,1,4,3,2,1,2,1,1
175,14,2,3,6,3,2,2,2,0
175,14,3,5,5,4,3,1,5,0
175,14,4,6,2,5,1,1,4,0
175,15,1,2,5,2,3,2,3,1
175,15,2,4,1,3,2,1,4,0
175,15,3,6,3,1,1,1,3,0
175,15,4,2,6,5,1,2,5,0
179,1,1,2,1,5,3,2,1,1
179,1,2,1,2,1,1,1,2,0
179,1,3,6,3,2,2,2,5,0
179,1,4,5,3,4,2,1,4,0
179,2,1,2,4,4,1,1,2,0
179,2,2,3,1,1,1,2,4,0
179,2,3,1,5,3,2,1,3,0
179,2,4,4,6,5,3,2,1,1
179,3,1,5,5,5,3,1,5,0
179,3,2,3,1,2,2,2,2,1
179,3,3,2,6,1,3,1,5,0
179,3,4,4,6,4,1,2,3,0
179,4,1,4,2,4,2,2,5,0
179,4,2,4,3,2,3,1,2,1
179,4,3,6,4,5,1,2,4,0
179,4,4,5,4,3,3,1,1,0
179,6,1,1,1,3,1,1,5,0
179,6,2,2,5,5,2,2,3,0
179,6,3,5,6,1,1,1,4,0
179,6,4,6,2,2,3,2,1,1
179,7,1,1,6,2,3,2,4,1
179,7,2,3,3,4,1,1,1,0
179,7,3,2,2,1,2,1,3,0
179,7,4,5,5,4,1,2,2,0
179,8,1,6,2,5,1,1,1,0
179,8,2,4,1,3,2,2,3,0
179,8,3,3,6,2,3,2,5,1
179,8,4,5,4,3,3,1,2,0
179,9,1,2,5,4,3,1,1,1
179,9,2,1,4,1,1,2,5,0
179,9,3,1,4,5,2,1,3,0
179,9,4,6,3,1,2,2,4,0
179,10,1,5,4,5,2,2,5,0
179,10,2,4,6,3,1,1,2,0
179,10,3,6,2,1,3,2,3,1
179,10,4,2,3,4,1,1,4,0
179,11,1,3,1,2,2,2,4,0
179,11,2,2,6,2,2,1,1,0
179,11,3,6,3,4,3,2,3,1
179,11,4,3,5,1,3,1,5,0
179,12,1,1,1,2,3,2,2,1
179,12,2,4,4,5,2,1,4,0
179,12,3,1,2,1,1,2,3,0
179,12,4,6,5,4,1,1,5,0
179,15,1,1,4,2,1,1,5,0
179,15,2,2,1,1,2,2,3,0
179,15,3,6,3,3,3,1,1,1
179,15,4,4,4,5,1,2,4,0
181,1,1,1,2,5,2,1,1,0
181,1,2,1,3,5,3,2,5,1
181,1,3,3,5,2,2,1,3,0
181,1,4,6,1,1,1,1,2,0
181,2,1,2,5,2,1,1,2,0
181,2,2,4,1,4,3,1,1,0
181,2,3,5,4,4,1,2,4,1
181,2,4,1,6,3,2,2,3,0
181,3,1,3,2,3,3,1,1,0
181,3,2,5,3,3,2,1,3,0
181,3,3,3,6,4,3,2,5,1
181,3,4,6,1,5,1,2,4,0
181,4,1,2,3,5,1,1,2,1
181,4,2,6,6,4,3,2,2,0
181,4,3,1,1,1,3,1,4,0
181,4,4,4,2,2,2,2,5,0
181,5,1,1,5,3,1,2,4,1
181,5,2,4,6,4,2,1,1,0
181,5,3,4,4,1,2,2,5,0
181,5,4,5,3,5,1,2,3,0
181,6,1,6,5,1,3,2,5,0
181,6,2,5,4,3,1,1,5,0
181,6,3,3,2,2,3,1,4,0
181,6,4,2,1,4,2,2,1,1
181,7,1,5,5,1,3,2,2,0
181,7,2,3,3,5,1,1,1,1
181,7,3,4,1,5,2,1,4,0
181,7,4,6,2,2,3,2,3,0
181,11,1,2,6,2,3,1,4,1
181,11,2,3,3,1,1,2,2,0
181,11,3,1,3,3,3,2,1,0
181,11,4,6,1,5,2,1,2,0
181,12,1,6,4,1,3,1,3,1
181,12,2,1,1,2,2,2,5,0
181,12,3,5,2,3,1,2,1,0
181,12,4,4,5,4,1,1,3,0
181,13,1,2,6,4,1,1,5,0
181,13,2,2,5,5,3,2,4,1
181,13,3,5,3,2,3,1,5,0
181,13,4,4,4,2,2,2,2,0
181,14,1,2,1,1,2,1,3,1
181,14,2,1,2,4,1,1,2,0
181,14,3,3,3,3,2,2,4,0
181,14,4,3,4,1,3,2,1,0
181,15,1,4,6,5,3,2,3,0
181,15,2,5,1,2,1,1,4,0
181,15,3,1,3,5,1,1,1,1
181,15,4,6,5,3,2,2,5,0
186,1,1,5,5,4,1,1,2,0
186,1,2,4,2,2,2,2,2,0
186,1,3,5,6,5,3,2,1,0
186,1,4,6,4,1,2,1,5,1
186,2,1,6,2,2,3,1,4,1
186,2,2,3,4,1,2,2,4,0
186,2,3,2,3,3,1,1,3,0
186,2,4,1,1,5,3,2,5,0
186,3,1,2,5,3,1,2,3,0
186,3,2,4,6,2,3,1,2,1
186,3,3,1,3,4,2,1,1,0
186,3,4,5,1,1,2,2,5,0
186,4,1,4,4,5,1,2,1,0
186,4,2,5,4,3,2,2,4,0
186,4,3,6,1,2,3,1,1,1
186,4,4,1,5,4,1,1,3,0
186,5,1,6,6,4,1,2,4,1
186,5,2,2,3,1,3,1,2,0
186,5,3,3,2,3,1,2,3,0
186,5,4,2,2,5,2,1,5,0
186,9,1,4,3,1,3,2,5,1
186,9,2,2,2,3,2,1,1,0
186,9,3,1,6,2,2,2,4,0
186,9,4,3,1,4,1,1,3,0
186,10,1,1,3,1,2,2,2,1
186,10,2,5,5,3,1,2,1,0
186,10,3,4,3,5,3,1,3,0
186,10,4,5,4,4,1,1,5,0
186,11,1,3,5,2,3,1,1,0
186,11,2,2,6,3,1,2,4,0
186,11,3,6,2,2,2,1,2,1
186,11,4,4,2,1,1,2,3,0
186,12,1,4,4,5,1,1,4,1
186,12,2,1,3,4,1,2,5,0
186,12,3,1,1,5,3,1,4,0
186,12,4,5,6,1,3,2,2,0
186,13,1,4,6,3,3,2,5,0
186,13,2,6,2,1,1,1,5,0
186,13,3,6,4,4,2,2,1,1
186,13,4,3,3,2,2,1,3,0
186,14,1,1,1,2,1,2,2,1
186,14,2,2,5,4,3,1,3,0
186,14,3,5,4,5,2,1,3,0
186,14,4,3,5,3,2,2,4,0
186,15,1,3,1,4,2,1,2,0
186,15,2,6,6,1,1,1,1,1
186,15,3,2,3,5,2,2,1,0
186,15,4,5,2,2,3,2,4,0
189,1,1,5,1,1,2,2,4,0
189,1,2,2,6,2,1,2,2,0
189,1,3,3,2,3,2,1,1,1
189,1,4,2,5,4,3,1,5,0
189,2,1,1,6,1,1,2,5,0
189,2,2,4,3,4,2,2,3,0
189,2,3,2,4,2,3,1,4,1
189,2,4,6,5,5,1,1,2,0
189,3,1,1,3,3,2,2,3,0
189,3,2,3,1,1,3,1,3,1
189,3,3,6,4,5,1,1,1,0
189,3,4,4,2,2,3,2,3,0
189,4,1,4,1,2,1,2,2,0
189,4,2,2,5,1,2,1,4,0
189,4,3,5,2,4,3,2,5,0
189,4,4,3,3,5,2,1,5,1
189,6,1,1,2,3,1,1,2,0
189,6,2,6,3,3,2,1,5,0
189,6,3,3,6,4,1,2,5,1
189,6,4,2,4,1,2,2,1,0
189,7,1,1,1,4,1,1,4,0
189,7,2,6,2,2,2,2,3,1
189,7,3,4,3,5,3,2,2,0
189,7,4,4,6,2,3,1,1,0
189,8,1,4,3,4,1,1,2,0
189,8,2,2,4,5,3,2,3,1
189,8,3,2,1,2,2,1,5,0
189,8,4,5,5,3,1,2,4,0
189,10,1,4,6,5,1,1,3,0
189,10,2,5,1,4,2,2,3,0
189,10,3,1,4,4,2,1,4,0
189,10,4,3,5,3,3,2,2,1
189,11,1,6,3,3,1,1,5,0
189,11,2,2,3,2,3,2,4,0
189,11,3,3,2,5,1,2,2,1
189,11,4,5,4,1,3,1,3,0
189,12,1,2,2,3,2,1,2,1
189,12,2,1,5,4,1,2,1,0
189,12,3,4,1,1,3,2,4,0
189,12,4,6,6,2,1,1,4,0
189,13,1,6,1,5,2,1,5,0
189,13,2,5,6,2,2,2,1,0
189,13,3,4,5,3,3,2,2,0
189,13,4,3,4,1,1,1,1,1
189,14,1,4,2,4,3,2,5,0
189,14,2,1,3,1,2,1,3,0
189,14,3,2,2,5,3,1,1,1
189,14,4,5,1,5,2,2,2,0
193,1,1,1,1,4,2,2,4,0
193,1,2,3,2,1,1,1,3,0
193,1,3,2,2,2,3,1,5,0
193,1,4,4,4,5,1,2,2,1
193,2,1,6,3,2,1,1,5,1
193,2,2,2,6,5,3,2,1,0
193,2,3,3,1,4,3,1,4,0
193,2,4,1,2,3,1,2,3,0
193,3,1,5,5,2,2,2,1,0
193,3,2,5,3,1,1,1,2,0
193,3,3,3,2,3,2,2,3,0
193,3,4,4,6,1,3,1,5,1
193,5,1,6,2,2,3,1,4,1
193,5,2,4,4,1,2,2,2,0
193,5,3,5,3,3,1,1,1,0
193,5,4,3,6,5,2,1,3,0
193,6,1,6,5,3,1,1,1,1
193,6,2,2,6,4,1,2,4,0
193,6,3,1,4,1,2,1,1,0
193,6,4,5,1,3,3,2,5,0
193,7,1,1,5,5,2,2,5,0
193,7,2,6,1,2,1,1,3,0
193,7,3,2,3,5,2,1,2,0
193,7,4,4,3,4,3,2,2,1
193,8,1,5,2,2,1,2,1,0
193,8,2,2,6,1,2,1,4,0
193,8,3,5,2,4,1,1,5,1
193,8,4,3,4,3,3,2,3,0
193,9,1,6,3,5,1,2,4,1
193,9,2,3,6,3,2,1,2,0
193,9,3,1,5,2,3,1,3,0
193,9,4,4,1,1,3,2,5,0
193,11,1,6,1,5,2,2,5,1
193,11,2,4,4,3,1,1,4,0
193,11,3,5,1,1,1,1,1,0
193,11,4,3,3,2,3,2,3,0
193,12,1,6,2,2,2,1,2,1
193,12,2,1,2,5,1,1,4,0
193,12,3,4,5,3,3,2,1,0
193,12,4,1,6,4,2,2,5,0
193,13,1,4,5,5,1,1,3,1
193,13,2,2,4,2,2,2,2,0
193,13,3,5,3,4,3,2,4,0
193,13,4,2,6,1,1,1,1,0
193,14,1,6,5,5,3,1,5,1
193,14,2,5,3,1,1,2,4,0
193,14,3,2,4,4,3,1,1,0
193,14,4,3,1,3,2,2,3,0
195,3,1,2,3,3,2,2,2,0
195,3,2,4,5,2,3,1,3,1
195,3,3,5,2,5,2,1,5,0
195,3,4,6,6,4,1,2,5,0
195,4,1,1,5,1,3,2,4,0
195,4,2,3,5,4,2,1,1,0
195,4,3,5,6,2,3,2,3,1
195,4,4,5,4,1,1,1,1,0
195,5,1,6,3,5,2,2,2,0
195,5,2,2,6,3,3,1,4,1
195,5,3,4,2,1,2,2,5,0
195,5,4,1,1,4,1,1,5,0
195,6,1,2,4,2,1,2,2,1
195,6,2,6,1,2,3,1,5,0
195,6,3,1,2,4,1,2,3,0
195,6,4,3,4,5,2,1,4,0
195,7,1,4,5,5,3,2,2,1
195,7,2,1,6,5,1,2,3,0
195,7,3,5,1,3,1,1,4,0
195,7,4,6,3,3,2,1,1,0
195,8,1,3,2,1,3,2,1,0
195,8,2,2,2,3,2,2,4,0
195,8,3,4,4,4,2,1,1,1
195,8,4,2,3,4,3,1,3,0
195,10,1,6,6,3,2,2,2,0
195,10,2,4,2,4,1,1,5,1
195,10,3,5,5,4,1,2,4,0
195,10,4,1,4,5,3,1,1,0
195,11,1,4,1,5,3,1,4,0
195,11,2,3,3,3,1,2,5,0
195,11,3,1,5,3,3,1,3,1
195,11,4,3,6,1,2,2,3,0
195,12,1,4,5,1,3,2,2,0
195,12,2,6,4,4,1,1,4,0
195,12,3,1,2,2,2,1,1,1
195,12,4,5,1,2,1,2,3,0
195,13,1,1,6,1,2,1,5,0
195,13,2,2,3,3,2,2,1,1
195,13,3,2,2,4,3,1,3,0
195,13,4,3,1,5,3,2,2,0
195,14,1,6,6,5,2,2,2,0
195,14,2,5,4,2,1,1,1,1
195,14,3,4,2,1,3,2,5,0
195,14,4,6,5,3,2,1,4,0
195,15,1,1,4,1,2,2,4,1
195,15,2,3,6,4,2,1,2,0
195,15,3,2,3,5,1,1,3,0
195,15,4,5,6,2,3,2,1,0
197,2,1,4,5,4,3,1,2,1
197,2,2,5,4,1,2,2,4,0
197,2,3,6,2,5,1,2,3,0
197,2,4,3,6,2,2,1,4,0
197,3,1,6,3,4,2,1,5,0
197,3,2,4,1,2,1,2,5,0
197,3,3,1,5,3,3,2,3,1
197,3,4,3,1,1,3,1,1,0
197,4,1,2,6,2,3,2,2,0
197,4,2,6,4,4,2,1,2,1
197,4,3,5,3,5,2,1,1,0
197,4,4,4,2,3,3,2,4,0
197,5,1,1,1,5,3,2,1,1
197,5,2,2,4,4,1,2,4,0
197,5,3,1,5,3,1,1,5,0
197,5,4,6,6,2,1,1,3,0
197,6,1,4,3,3,2,1,1,1
197,6,2,2,1,4,3,2,5,0
197,6,3,2,5,1,2,1,3,0
197,6,4,5,2,2,1,2,2,0
197,7,1,4,3,4,2,2,3,1
197,7,2,3,4,1,3,2,2,0
197,7,3,5,5,5,1,1,4,0
197,7,4,6,2,1,2,1,5,0
197,9,1,3,5,3,1,2,1,0
197,9,2,6,4,2,2,1,3,0
197,9,3,1,2,4,1,2,5,0
197,9,4,4,6,4,3,1,2,1
197,10,1,1,4,3,3,1,5,1
197,10,2,5,5,5,2,2,5,0
197,10,3,6,6,1,1,1,3,0
197,10,4,3,1,1,1,2,1,0
197,11,1,3,5,3,3,1,3,0
197,11,2,4,6,1,1,1,2,1
197,11,3,6,3,5,1,2,5,0
197,11,4,2,2,2,3,2,1,0
197,12,1,4,4,2,2,2,5,1
197,12,2,2,2,4,3,1,3,0
197,12,3,1,1,4,2,2,4,0
197,12,4,5,3,5,3,1,1,0
197,13,1,2,1,3,2,1,1,0
197,13,2,4,4,2,2,1,4,1
197,13,3,1,2,4,1,2,2,0
197,13,4,5,6,1,1,2,5,0
197,15,1,6,5,1,2,2,3,1
197,15,2,3,6,3,3,1,5,0
197,15,3,6,1,5,1,2,3,0
197,15,4,2,3,2,1,1,4,0
199,2,1,6,2,5,3,1,4,0
199,2,2,4,4,1,1,1,2,0
199,2,3,3,6,2,3,2,3,0
199,2,4,2,5,4,2,2,1,1
199,3,1,1,2,5,1,2,3,0
199,3,2,3,3,2,3,1,5,1
199,3,3,4,1,4,1,2,2,0
199,3,4,5,4,3,2,1,5,0
199,4,1,4,3,2,1,2,1,0
199,4,2,5,6,5,1,1,4,0
199,4,3,1,6,1,2,2,5,1
199,4,4,6,1,4,3,1,4,0
199,5,1,2,2,5,2,2,4,1
199,5,2,1,5,1,3,2,2,0
199,5,3,3,1,4,3,1,1,0
199,5,4,4,4,3,2,1,3,0
199,6,1,6,4,2,2,1,4,0
199,6,2,5,2,1,1,2,3,0
199,6,3,3,5,2,1,1,5,1
199,6,4,5,3,3,3,2,2,0
199,7,1,6,6,3,1,2,1,0
199,7,2,3,4,5,3,2,3,0
199,7,3,1,3,1,2,1,5,0
199,7,4,2,6,5,3,1,2,1
199,8,1,4,1,2,2,2,1,0
199,8,2,2,5,3,3,2,5,0
199,8,3,6,6,4,2,1,4,1
199,8,4,1,4,4,1,1,2,0
199,9,1,3,1,3,1,2,4,1
199,9,2,2,3,4,2,1,3,0
199,9,3,5,5,1,3,2,1,0
199,9,4,4,2,2,1,1,3,0
199,10,1,5,5,2,1,1,3,0
199,10,2,5,2,1,3,1,1,0
199,10,3,4,1,4,3,2,4,1
199,10,4,6,3,5,2,2,5,0
199,11,1,2,4,3,1,2,4,0
199,11,2,6,6,4,3,1,5,0
199,11,3,5,5,2,2,2,2,0
199,11,4,3,1,5,3,1,1,1
199,12,1,2,4,4,2,1,1,1
199,12,2,2,3,1,3,2,4,0
199,12,3,1,2,5,1,2,5,0
199,12,4,4,6,3,2,1,3,0
199,13,1,3,2,4,3,2,2,1
199,13,2,1,3,5,1,2,1,0
199,13,3,6,6,1,2,1,5,0
199,13,4,4,1,2,1,1,4,0
204,3,1,6,4,1,1,1,1,0
204,3,2,2,6,3,2,1,5,0
204,3,3,1,2,4,3,2,4,0
204,3,4,5,5,2,2,2,2,1
204,4,1,1,6,2,3,1,3,1
204,4,2,3,1,4,1,2,5,0
204,4,3,5,3,3,1,2,4,0
204,4,4,2,5,5,2,1,3,0
204,5,1,1,2,5,1,2,5,0
204,5,2,6,4,1,2,1,2,1
204,5,3,3,6,5,3,2,1,0
204,5,4,4,2,2,2,1,4,0
204,6,1,6,5,3,1,2,4,0
204,6,2,6,4,1,3,1,3,0
204,6,3,2,1,4,3,2,1,1
204,6,4,3,3,4,2,1,2,0
204,7,1,5,5,1,3,1,5,0
204,7,2,4,2,3,2,2,3,0
204,7,3,3,3,2,1,1,1,0
204,7,4,2,6,5,2,2,2,1
204,8,1,1,1,1,2,2,2,1
204,8,2,5,5,4,1,1,1,0
204,8,3,5,4,5,3,1,4,0
204,8,4,1,3,3,3,2,5,0
204,9,1,3,6,1,1,2,4,0
204,9,2,2,4,4,2,1,5,0
204,9,3,4,2,3,3,1,1,0
204,9,4,6,1,2,1,2,3,1
204,10,1,5,2,4,1,2,2,1
204,10,2,6,1,5,2,2,4,0
204,10,3,3,5,1,2,1,1,0
204,10,4,4,4,2,3,1,3,0
204,11,1,4,3,1,1,2,1,0
204,11,2,3,1,3,2,1,3,0
204,11,3,1,6,3,3,1,4,1
204,11,4,6,5,4,2,2,5,0
204,13,1,5,1,3,3,2,1,1
204,13,2,3,2,2,1,2,3,0
204,13,3,6,6,1,1,1,2,0
204,13,4,1,3,5,1,1,4,0
204,14,1,4,5,4,2,1,5,0
204,14,2,2,5,5,3,1,1,0
204,14,3,2,3,1,2,2,4,1
204,14,4,1,4,4,1,2,3,0
204,15,1,3,2,5,3,2,2,1
204,15,2,2,4,3,1,1,5,0
204,15,3,4,6,2,2,2,5,0
204,15,4,5,1,5,3,1,4,0
207,1,1,6,1,2,3,1,4,0
207,1,2,3,2,4,2,1,2,1
207,1,3,5,6,5,3,2,5,0
207,1,4,2,3,3,1,2,1,0
207,2,1,3,4,1,2,2,2,0
207,2,2,4,4,2,1,1,4,0
207,2,3,1,5,4,3,1,3,0
207,2,4,4,2,5,2,2,4,1
207,3,1,6,6,5,3,1,5,0
207,3,2,1,1,2,1,2,3,0
207,3,3,2,6,2,2,2,5,1
207,3,4,5,5,3,3,1,1,0
207,5,1,4,6,4,1,2,1,0
